Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
4329,23,1195813,3,Self-Employed,Bachelor,Married,Own,2578202,36,731867,276.8,19,2,40.4,2,4,2640381,826231,1
4330,64,1523869,31,Salaried,High School,Single,Own,2235098,48,121651,154.66,14,2,33.8,0,5,2383088,12612,1
4331,30,422013,10,Salaried,Master,Single,Own,837304,36,170355,238.77,7,0,26.7,7,2,2865153,133150,1
4332,34,1127758,8,Salaried,Bachelor,Married,Mortgage,2899078,24,699437,319.09,1,1,26.2,4,0,2146245,10514,0
4333,63,1668426,38,Business,PhD,Married,Rent,2857935,36,1223489,244.63,28,0,65.4,2,1,2928140,49276,1
4334,64,2061285,34,Unemployed,Master,Single,Own,2987517,36,1491014,217.27,24,2,40.2,5,3,675871,923966,1
4335,65,2357290,36,Salaried,Bachelor,Single,Rent,1164519,48,941762,89.35,28,2,57.7,1,3,958684,990795,1
4336,41,969599,19,Salaried,Bachelor,Divorced,Own,2775222,60,414774,329.0,3,1,60.4,3,5,2428606,734806,0
4337,58,1088806,31,Salaried,High School,Single,Rent,2428859,72,492443,268.3,0,0,51.3,3,2,96522,91879,0
4338,37,2209761,9,Salaried,Bachelor,Single,Own,2618749,48,918792,160.09,6,0,61.0,7,5,536840,698395,0
4339,57,1788386,31,Salaried,Bachelor,Married,Mortgage,1663917,72,259819,107.57,3,1,45.3,6,1,2147390,772661,1
4340,45,814984,25,Self-Employed,Bachelor,Married,Rent,872696,84,777898,202.53,13,0,72.3,6,3,1199695,785733,1
4341,23,1769529,1,Salaried,PhD,Single,Own,719017,84,1153372,105.81,19,3,61.5,2,3,755693,747104,1
4342,41,545440,14,Salaried,Bachelor,Married,Own,2901612,36,1263179,763.57,5,2,64.1,4,1,910407,694189,0
4343,43,1221775,20,Self-Employed,High School,Single,Rent,1532203,48,88699,132.67,11,1,26.2,7,2,2303059,442354,1
4344,33,891034,5,Salaried,High School,Single,Mortgage,2787294,72,432884,361.4,16,0,50.3,0,4,1440488,61457,0
4345,39,2482926,17,Self-Employed,High School,Married,Own,1686385,60,382210,83.31,9,1,8.3,5,3,15001,823849,1
4346,45,261004,14,Salaried,Master,Divorced,Rent,1626398,12,832416,942.06,13,0,73.0,2,3,1549735,925730,0
4347,23,2167697,1,Salaried,High School,Married,Rent,266072,84,277970,25.1,17,0,32.5,5,3,2331549,500164,1
4348,28,832490,0,Salaried,Master,Single,Own,1236129,72,1425935,319.77,28,1,35.3,3,4,499253,428810,0
4349,58,264038,26,Business,Bachelor,Single,Own,1690667,60,1375637,1161.31,9,1,17.7,5,5,210432,917727,0
4350,38,1711472,13,Salaried,Master,Married,Rent,372338,84,498878,50.9,2,0,44.3,2,2,1883121,453426,1
4351,50,1753037,28,Self-Employed,Bachelor,Single,Own,527988,24,610644,64.95,26,1,39.6,7,2,2638041,370687,1
4352,48,510096,28,Salaried,Master,Single,Rent,1792370,84,659108,480.59,17,0,81.5,6,5,212255,886569,0
4353,48,268915,23,Self-Employed,Bachelor,Single,Mortgage,782008,36,63947,314.58,14,2,62.2,5,2,1953936,926861,0
4354,41,438366,20,Salaried,High School,Single,Mortgage,2116610,72,1333219,786.97,21,1,34.7,3,5,2336318,204502,0
4355,44,1128577,11,Salaried,Bachelor,Married,Rent,1408212,12,1169054,228.36,29,1,11.7,1,5,485136,275343,0
4356,61,487133,27,Salaried,High School,Single,Own,1241789,48,498748,357.3,3,0,1.0,1,4,781076,312819,0
4357,68,1811060,34,Salaried,High School,Single,Rent,396281,12,821158,67.22,25,0,24.5,3,4,1523465,159671,1
4358,33,359919,0,Salaried,High School,Single,Own,1247787,84,571010,505.34,19,1,18.4,6,5,1832405,855011,0
4359,53,2010286,25,Salaried,High School,Married,Rent,1649528,48,342282,99.08,17,0,52.0,7,1,1515604,973826,1
4360,68,2209154,44,Salaried,Bachelor,Single,Own,1741268,72,456178,99.47,25,1,42.1,4,2,551138,519661,1
4361,21,1843095,0,Business,Bachelor,Single,Own,847054,72,160634,54.67,9,1,45.3,7,3,2637115,711322,1
4362,59,2370347,36,Self-Employed,PhD,Single,Own,131963,48,1214297,56.8,23,3,26.0,1,1,1262757,420149,1
4363,45,2359015,13,Salaried,Bachelor,Single,Own,2807695,24,982175,160.65,17,1,48.0,5,3,1597010,995591,1
4364,68,288021,42,Salaried,Master,Married,Rent,2875704,48,1395580,1482.98,28,1,16.6,4,3,1607217,954562,0
4365,49,973351,24,Salaried,Bachelor,Single,Mortgage,2717159,36,9850,280.17,14,1,43.2,1,3,1651430,749440,1
4366,62,1943366,32,Self-Employed,Bachelor,Married,Rent,905221,24,946648,95.29,21,1,61.6,5,3,869926,888717,1
4367,29,967964,4,Salaried,Bachelor,Married,Own,1827660,36,840592,275.66,14,0,37.7,7,0,956999,134786,1
4368,27,1890192,2,Salaried,Master,Married,Rent,465628,24,935445,74.12,11,1,53.9,3,2,416494,887389,0
4369,66,1976378,43,Salaried,High School,Married,Rent,2721398,72,1484562,212.81,11,1,5.5,2,5,2185512,426628,1
4370,46,2492829,25,Salaried,High School,Married,Mortgage,66190,84,585005,26.12,27,5,3.9,2,1,940956,212202,1
4371,48,945291,28,Salaried,Bachelor,Married,Rent,1438474,24,211548,174.55,25,2,51.5,4,2,150894,931229,0
4372,29,987059,3,Salaried,High School,Single,Own,2577830,24,18725,263.06,6,2,65.9,5,3,139704,843896,0
4373,32,236315,0,Business,High School,Single,Rent,2190405,12,738023,1239.21,25,0,40.2,1,3,2903859,134897,0
4374,61,842380,38,Unemployed,High School,Single,Own,2596461,36,260906,339.2,17,1,87.9,5,1,1283609,656694,0
4375,35,830827,6,Self-Employed,High School,Married,Rent,1514294,60,211662,207.74,3,1,16.1,5,0,1818752,882060,1
4376,49,1231150,25,Salaried,High School,Single,Mortgage,331154,24,221157,44.86,22,1,31.4,0,4,1602073,691527,1
4377,36,1157137,12,Business,High School,Divorced,Mortgage,73100,48,415459,42.22,4,1,47.8,3,3,2536995,482049,1
4378,33,2167254,11,Salaried,PhD,Single,Own,499111,36,173823,31.05,26,1,54.3,1,5,2663745,47830,1
4379,29,1975193,1,Salaried,Master,Single,Rent,219750,12,728863,48.03,13,4,33.3,6,5,2343200,495979,1
4380,66,1870337,37,Self-Employed,High School,Married,Own,1371311,24,981070,125.77,27,0,23.8,5,0,2946058,555734,1
4381,67,192093,42,Salaried,High School,Married,Own,199122,72,433983,329.58,14,0,57.4,4,2,654457,842807,0
4382,26,1274167,0,Salaried,PhD,Married,Mortgage,597827,84,204523,62.97,2,1,47.7,1,4,1348075,218561,1
4383,38,1872669,11,Self-Employed,Bachelor,Married,Mortgage,1287265,36,858638,114.59,23,3,38.1,3,1,867228,206511,1
4384,48,747385,24,Salaried,Bachelor,Single,Own,2220672,60,128450,314.31,21,2,55.0,7,1,2498721,927115,1
4385,39,1165655,9,Salaried,Bachelor,Divorced,Mortgage,2038990,48,1106385,269.84,9,1,42.3,7,0,834033,837815,1
4386,56,1866676,28,Salaried,High School,Married,Own,221217,36,573872,42.59,6,3,42.2,1,3,2382972,561632,1
4387,33,2023332,13,Unemployed,High School,Single,Rent,2714701,60,614931,164.56,25,0,41.5,3,2,676554,445813,1
4388,23,2162502,0,Salaried,Bachelor,Married,Mortgage,1671642,36,373533,94.57,23,0,28.6,5,5,2078932,617389,1
4389,37,1177165,12,Salaried,Bachelor,Single,Mortgage,1079174,12,424245,127.72,8,1,26.5,2,5,47721,152208,1
4390,50,1107886,19,Salaried,PhD,Married,Rent,1179235,36,218790,126.19,21,2,34.5,7,0,2366049,243284,1
4391,29,1067880,5,Salaried,High School,Married,Rent,2552832,24,837010,317.44,7,1,45.6,3,5,2480854,541772,0
4392,60,1731118,26,Salaried,High School,Married,Rent,1421592,48,219191,94.78,5,1,7.6,2,0,1689445,421376,1
4393,21,1153352,0,Business,Master,Divorced,Mortgage,775207,48,1020816,155.72,19,2,63.9,7,4,1613557,178101,1
4394,24,1108491,3,Self-Employed,Master,Single,Own,1303033,48,384308,152.22,24,0,45.4,4,5,1377883,529401,1
4395,45,570401,19,Business,High School,Married,Own,251874,24,848155,192.85,27,1,23.7,0,2,1773552,653081,1
4396,46,1290104,13,Salaried,High School,Married,Rent,501819,84,805274,101.32,13,0,77.3,0,0,1696407,812040,1
4397,35,730509,12,Self-Employed,Bachelor,Single,Rent,978010,12,950128,263.94,4,3,45.8,7,0,1475110,629996,0
4398,33,1397792,3,Unemployed,High School,Married,Own,699830,36,1137143,131.42,16,3,18.3,4,2,1561882,611586,1
4399,24,2241695,0,Salaried,Master,Married,Rent,1080426,36,840897,85.71,20,1,76.4,6,5,373090,556602,1
4400,53,1979683,23,Salaried,High School,Married,Own,241182,48,1279164,76.8,29,1,72.1,7,2,1397739,113036,1
4401,39,1289085,18,Salaried,High School,Married,Mortgage,1849666,36,388505,173.62,3,0,26.8,5,2,1308308,384309,1
4402,26,2447813,1,Salaried,Bachelor,Married,Own,390092,84,1127126,61.98,19,1,38.5,7,0,2685917,450781,1
4403,40,2454122,15,Salaried,Bachelor,Married,Mortgage,690053,72,514452,49.08,15,0,35.8,7,3,880899,523951,1
4404,66,1210929,41,Business,PhD,Single,Mortgage,2934789,12,942319,320.18,17,0,7.2,3,1,2904096,295522,1
4405,33,1951327,0,Salaried,Bachelor,Single,Rent,67428,60,737996,41.28,2,2,51.5,5,4,2676175,744028,1
4406,64,974170,44,Unemployed,High School,Married,Own,875371,48,1361436,229.61,0,2,61.9,6,4,2349103,538915,0
4407,33,2218456,5,Business,Bachelor,Single,Mortgage,1525561,84,406815,87.1,18,1,58.1,7,4,2103624,305606,1
4408,30,1046731,0,Salaried,High School,Married,Rent,955725,36,779605,165.79,5,2,45.7,6,3,950646,469835,0
4409,33,779211,0,Salaried,High School,Single,Rent,995562,48,246722,159.43,18,1,63.8,6,3,487972,709865,0
4410,36,490622,7,Self-Employed,High School,Single,Own,424963,84,950035,280.26,0,1,22.3,2,2,2369464,22328,0
4411,26,2134919,0,Salaried,High School,Married,Own,1299042,48,55345,63.44,24,2,81.4,3,4,2105751,341147,1
4412,49,868897,23,Salaried,Bachelor,Single,Rent,2277734,60,617430,333.2,9,1,29.6,6,4,2494776,207516,0
4413,37,2066900,8,Salaried,Master,Married,Rent,1784339,36,14847,87.05,13,1,31.8,1,1,1645103,321555,1
4414,56,380557,28,Unemployed,High School,Married,Mortgage,2776221,72,491076,858.56,10,0,33.5,1,1,2694705,660078,0
4415,45,1342049,25,Salaried,Bachelor,Married,Rent,2114120,12,726072,211.63,12,0,32.0,6,4,245031,213454,0
4416,42,1172714,22,Self-Employed,High School,Single,Own,2379764,84,497567,245.36,15,0,41.1,7,2,329007,544329,0
4417,44,1198061,11,Unemployed,Bachelor,Married,Rent,1323463,24,578874,158.78,19,2,40.4,3,1,208653,377174,1
4418,28,568268,6,Salaried,Bachelor,Divorced,Own,1857216,60,222475,365.97,20,0,47.6,6,5,964603,53281,1
4419,55,351367,30,Salaried,High School,Married,Own,1755551,12,1071935,804.71,29,1,28.6,2,5,442311,885527,0
4420,26,983663,0,Salaried,Master,Single,Rent,2449037,12,1194896,370.45,5,1,48.3,4,4,121814,597667,0
4421,56,1270940,28,Salaried,Bachelor,Single,Own,1528213,60,682111,173.91,26,0,23.2,7,2,2431492,297194,1
4422,69,2021100,42,Salaried,PhD,Married,Own,1242479,72,83052,65.58,18,1,59.6,3,3,468096,503256,1
4423,58,1252894,24,Salaried,PhD,Single,Own,256654,36,93602,27.96,9,2,59.4,7,5,2489847,987032,1
4424,43,750552,12,Salaried,High School,Married,Own,2585517,12,1012027,479.32,27,2,44.9,7,3,1927967,150201,0
4425,36,788976,2,Salaried,Master,Married,Mortgage,1334822,12,1393383,345.79,21,0,32.0,5,4,1824542,851617,1
4426,63,1599595,34,Salaried,Bachelor,Married,Rent,2405630,84,1296690,231.45,5,1,51.2,0,5,350964,1959,0
4427,33,1190725,0,Salaried,Bachelor,Married,Mortgage,2050467,72,608238,223.28,5,0,27.2,7,4,46878,864178,0
4428,44,2270740,15,Self-Employed,Master,Married,Mortgage,55087,36,746142,35.28,19,0,45.7,3,3,418799,335416,1
4429,58,1200269,30,Salaried,Bachelor,Single,Mortgage,1971475,24,244633,184.63,21,1,42.0,2,2,951364,296052,1
4430,66,1495275,34,Self-Employed,Bachelor,Married,Own,1488992,60,105301,106.62,1,0,97.6,3,2,2869299,779693,1
4431,66,328258,33,Salaried,Bachelor,Married,Own,757329,84,1148671,580.64,18,2,20.5,3,4,1202726,163604,0
4432,25,629598,4,Salaried,Master,Married,Rent,830618,60,642626,234.0,15,1,1.0,3,2,699727,133030,0
4433,65,2152386,32,Salaried,Master,Single,Rent,1931968,72,745308,124.39,29,1,32.2,5,1,853155,466711,1
4434,26,979857,0,Business,High School,Single,Own,304387,72,514839,83.61,22,2,10.7,0,1,1004597,944431,1
4435,49,1156747,16,Self-Employed,Bachelor,Married,Own,1838617,36,469735,199.56,27,0,30.5,5,3,1743382,331409,1
4436,66,1549656,36,Salaried,High School,Married,Rent,2546278,72,1478308,259.71,1,1,19.0,2,5,2418601,542453,1
4437,53,314226,20,Salaried,Master,Married,Rent,306193,24,1224318,487.07,22,6,26.9,6,2,186633,397864,0
4438,67,1355337,43,Salaried,High School,Single,Rent,73451,24,1036897,81.92,10,1,23.7,7,3,2324071,758394,1
4439,37,983129,15,Unemployed,High School,Single,Own,228774,84,583730,82.64,16,0,64.3,3,1,59909,899295,0
4440,36,524798,14,Self-Employed,Bachelor,Single,Rent,2203982,36,1082039,626.15,26,1,44.0,6,2,965116,976854,0
4441,36,1150542,13,Salaried,Bachelor,Single,Rent,2550978,72,508836,265.95,26,1,66.5,2,2,1763600,269121,1
4442,38,1216567,15,Salaried,Bachelor,Single,Rent,2965166,36,773740,307.33,6,0,45.8,6,2,314620,262651,0
4443,54,612277,28,Salaried,Bachelor,Married,Mortgage,135055,84,217541,57.59,7,2,63.6,4,5,793591,924556,1
4444,43,1439914,21,Self-Employed,Master,Married,Rent,1471958,24,1064121,176.13,21,0,39.0,4,5,1915617,582857,1
4445,57,1911138,35,Salaried,High School,Single,Rent,192103,12,90734,14.8,26,0,76.9,0,1,2059587,328010,1
4446,41,800211,14,Salaried,High School,Single,Own,1145159,48,1083856,278.55,18,1,54.4,5,2,248587,340657,0
4447,36,2422351,5,Salaried,Bachelor,Single,Own,958456,60,905526,76.95,1,1,29.4,6,0,2332778,176439,1
4448,30,1600873,8,Business,Bachelor,Divorced,Rent,1837207,36,99538,120.98,4,1,57.4,4,4,1224275,84545,1
4449,48,1973552,21,Salaried,Bachelor,Single,Mortgage,2731540,24,759150,176.87,22,1,45.5,1,4,1833171,346611,1
4450,65,342771,36,Salaried,Bachelor,Divorced,Rent,2423858,72,333909,804.55,22,2,40.9,5,5,637821,793501,0
4451,63,1960528,33,Salaried,Bachelor,Married,Rent,237673,36,714199,48.55,26,0,46.9,5,3,2969086,659491,1
4452,33,960928,12,Self-Employed,High School,Married,Own,758743,60,19451,80.98,15,1,60.0,6,5,2283358,12086,1
4453,44,1827532,13,Salaried,High School,Single,Rent,860952,12,1082719,106.35,12,2,2.6,7,0,1928780,44665,1
4454,55,2045922,35,Self-Employed,Bachelor,Married,Own,789569,84,764711,75.97,3,0,38.0,1,2,557704,868834,1
4455,51,760925,28,Self-Employed,High School,Single,Own,1092041,72,543422,214.93,23,0,58.7,2,2,2318250,793546,1
4456,24,781540,0,Salaried,Master,Married,Rent,1841175,24,1313699,403.67,28,1,50.0,7,4,1132273,794552,0
4457,49,318083,17,Business,PhD,Married,Own,2231761,48,967399,1005.76,1,0,22.5,0,1,1923052,861798,0
4458,22,1584010,0,Salaried,Bachelor,Married,Own,2822645,72,914331,235.92,14,1,1.0,7,1,1950177,638400,1
4459,26,1975756,0,Self-Employed,High School,Married,Own,2123620,72,220683,118.65,10,0,79.0,1,0,2416325,337629,1
4460,53,1131268,19,Salaried,High School,Divorced,Own,930397,36,750311,148.57,22,1,41.3,3,5,2508367,591139,1
4461,26,553491,0,Salaried,Bachelor,Married,Rent,593110,12,1050927,297.03,22,2,75.3,1,2,1171805,642055,0
4462,37,914187,13,Salaried,PhD,Married,Rent,1161426,12,1388948,278.98,6,1,60.9,7,0,243212,845660,0
4463,49,1114598,28,Salaried,High School,Single,Own,2408976,84,906373,297.45,28,2,29.1,4,1,1303072,531605,1
4464,53,2305425,30,Salaried,High School,Single,Own,2980333,12,258327,140.48,4,2,1.0,7,3,1200589,55705,1
4465,42,467724,11,Self-Employed,Bachelor,Single,Rent,1207269,36,1016949,475.54,23,1,35.8,0,2,1005562,622459,0
4466,25,976367,3,Salaried,Bachelor,Single,Own,569855,72,111906,69.83,22,2,44.3,0,3,1465942,736390,1
4467,60,1660303,31,Self-Employed,Bachelor,Single,Mortgage,64611,84,469401,32.16,4,2,54.0,4,0,1729433,945565,1
4468,67,729088,42,Salaried,Bachelor,Single,Mortgage,277056,48,1375958,226.72,20,1,22.8,0,5,1870039,180419,1
4469,64,2232586,33,Salaried,Master,Single,Rent,1928769,60,1202685,140.26,8,1,48.6,4,4,1123928,860221,1
4470,57,2289579,28,Salaried,Bachelor,Married,Rent,1789777,48,1354172,137.32,8,1,48.6,5,1,1849263,20354,1
4471,40,1061851,12,Self-Employed,High School,Married,Rent,1947807,12,528643,233.22,2,2,64.7,3,2,2963585,730523,1
4472,63,1910590,32,Salaried,Bachelor,Divorced,Rent,121587,48,1024458,59.98,22,1,38.9,6,0,1952194,312290,1
4473,44,1933736,10,Salaried,Bachelor,Single,Rent,1339056,72,1050039,123.55,24,0,53.9,0,0,1809011,117497,1
4474,27,1761775,2,Business,High School,Single,Rent,582278,60,368968,53.99,15,0,50.8,1,5,856860,327168,1
4475,62,612648,35,Salaried,Master,Married,Rent,1042719,48,1413913,400.99,23,0,62.5,1,0,1007102,551897,0
4476,36,294921,7,Self-Employed,Bachelor,Married,Mortgage,1885517,72,1454646,1132.56,10,0,28.6,3,2,154945,192617,0
4477,66,985555,34,Business,Bachelor,Single,Mortgage,863382,24,165519,104.4,16,2,1.0,3,5,1524498,550513,1
4478,39,484395,12,Salaried,PhD,Single,Rent,1995561,48,1148019,648.97,23,2,40.3,4,1,223376,710836,0
4479,63,858195,38,Salaried,Bachelor,Married,Mortgage,903028,24,671538,183.47,12,2,40.4,1,4,2341838,876055,1
4480,47,1660948,15,Salaried,Master,Divorced,Rent,1555754,12,1010841,154.53,18,2,21.8,3,0,2871005,558910,1
4481,43,1546020,9,Self-Employed,Bachelor,Divorced,Rent,1404338,84,831611,144.63,4,2,14.8,6,5,2418351,601438,1
4482,35,665884,7,Business,Bachelor,Single,Rent,1182056,72,334366,227.73,15,2,33.5,0,5,469947,920061,0
4483,61,221088,40,Salaried,High School,Single,Mortgage,421811,84,143944,255.9,25,0,42.7,6,5,1911304,34627,0
4484,23,703480,0,Salaried,Bachelor,Single,Mortgage,1749782,48,769633,358.14,23,0,46.9,1,3,1291705,761692,0
4485,43,1235141,17,Salaried,Bachelor,Married,Rent,2970775,60,1255828,342.2,9,3,1.0,6,5,6991,977451,0
4486,39,1987601,9,Salaried,Master,Single,Own,1947987,12,1233864,160.08,16,1,9.9,6,4,2149546,826129,1
4487,47,1027130,17,Salaried,Master,Single,Rent,2250104,24,412168,259.2,18,3,67.6,3,2,2605839,922786,1
4488,33,843345,1,Business,High School,Divorced,Own,2420272,12,1290390,439.99,28,0,41.2,0,5,1385207,902504,0
4489,53,1459131,33,Salaried,Bachelor,Single,Rent,162717,36,533908,47.74,24,0,45.0,3,1,2729406,588998,1
4490,39,346082,13,Salaried,High School,Single,Mortgage,2388614,36,842145,933.52,24,1,18.3,4,5,166548,806358,0
4491,30,703041,0,Salaried,Bachelor,Married,Mortgage,765274,24,486562,178.06,22,1,44.9,2,5,2614947,364013,1
4492,30,264522,0,Business,High School,Divorced,Rent,2011162,72,784190,1056.76,10,1,37.5,5,2,2043579,118135,0
4493,55,1399430,33,Salaried,Bachelor,Divorced,Own,2952382,60,794093,267.71,11,0,32.6,6,1,2013348,84818,1
4494,33,1208172,0,Self-Employed,Bachelor,Single,Rent,2687986,48,1046525,309.1,13,1,15.8,7,0,1509160,185479,0
4495,36,1531517,16,Self-Employed,Master,Married,Own,1272570,36,707799,129.31,12,1,27.6,3,3,81298,724095,0
4496,51,1611738,29,Self-Employed,Bachelor,Divorced,Mortgage,2522174,48,792373,205.65,28,1,84.4,7,4,1356675,401811,0
4497,37,1096680,5,Salaried,High School,Married,Own,1874872,36,977017,260.05,26,1,38.0,1,3,2852340,811421,1
4498,40,2195813,9,Self-Employed,Bachelor,Single,Mortgage,443075,72,626521,48.71,26,1,60.8,7,3,1387379,332067,1
4499,32,2310341,0,Salaried,Bachelor,Married,Rent,757741,72,786599,66.84,18,0,41.1,1,0,203422,790872,1
4500,37,437066,8,Salaried,Bachelor,Married,Rent,2872204,24,128128,686.47,5,0,38.8,4,0,1482362,885425,0
4501,54,2314683,25,Business,High School,Married,Mortgage,2749879,84,1304733,175.17,4,1,32.3,5,1,448452,326861,1
4502,47,636280,19,Self-Employed,Master,Married,Rent,2680639,48,189074,451.01,8,2,71.9,0,5,1264126,524199,0
4503,69,756310,42,Salaried,High School,Single,Rent,1183416,24,1309431,329.61,19,1,52.5,3,3,1883703,536555,1
4504,58,1409137,31,Self-Employed,High School,Married,Own,996735,72,1140413,151.66,10,0,29.2,2,2,200944,875936,1
4505,21,248218,0,Self-Employed,Bachelor,Single,Own,2427725,36,1421493,1550.74,19,2,37.1,6,3,1385428,374821,0
4506,39,1024731,7,Business,High School,Single,Rent,109544,24,36996,14.3,26,4,66.5,3,2,1516894,387161,1
4507,35,631458,10,Self-Employed,Bachelor,Married,Rent,2697571,48,325748,478.78,10,3,1.0,0,0,2264274,775557,0
4508,49,1299486,20,Salaried,High School,Married,Rent,1831729,36,78457,147.0,27,0,51.2,0,3,203940,906508,1
4509,34,2070069,4,Salaried,Bachelor,Married,Rent,1916474,24,626378,122.84,15,0,55.8,0,4,1899432,28343,1
4510,68,2323969,40,Salaried,Bachelor,Married,Own,1343331,72,1356965,116.19,24,1,30.0,0,5,1865296,71727,1
4511,35,672266,6,Salaried,Bachelor,Married,Mortgage,2938945,36,1149409,608.15,1,0,48.1,3,2,12569,933399,0
4512,46,1444148,26,Salaried,High School,Married,Mortgage,2261221,48,1055995,229.7,8,2,55.0,2,1,358636,445547,0
4513,27,1280647,3,Self-Employed,Bachelor,Married,Mortgage,208815,12,1272600,115.68,27,0,20.4,1,5,1928444,559076,1
4514,65,1143079,39,Salaried,Bachelor,Married,Own,1597569,36,6319,140.31,26,2,61.8,3,2,2580407,901127,1
4515,65,1647853,40,Business,Bachelor,Single,Own,2585885,12,1181495,228.62,17,2,50.9,3,0,2574659,396980,1
4516,59,2475500,26,Salaried,High School,Married,Own,275646,24,468065,30.04,0,1,41.9,4,3,2306176,449626,1
4517,38,1120157,5,Self-Employed,Bachelor,Married,Mortgage,2223768,72,1036394,291.05,1,0,47.1,3,0,2556439,847170,1
4518,23,331300,0,Salaried,Bachelor,Married,Rent,771827,84,1144977,578.57,12,0,59.1,7,5,1819978,732691,0
4519,55,2305046,30,Self-Employed,High School,Married,Mortgage,1544246,36,1028625,111.62,26,1,91.3,2,4,472224,693632,1
4520,42,2342503,22,Salaried,Bachelor,Single,Mortgage,2653445,60,626401,140.01,11,2,57.2,3,2,1594287,360876,1
4521,69,927891,38,Salaried,Bachelor,Divorced,Own,1502378,60,917386,260.78,26,0,61.2,3,3,1042084,701795,1
4522,55,1343855,22,Salaried,Master,Divorced,Rent,161184,72,703196,64.32,16,2,48.9,0,2,765344,829210,1
4523,47,2181204,20,Business,High School,Single,Rent,111285,12,942473,48.31,4,1,83.0,5,2,358588,913125,1
4524,69,1348714,37,Salaried,Bachelor,Divorced,Rent,2223175,36,688198,215.86,16,2,15.7,4,5,59429,631413,1
4525,60,1296380,27,Salaried,Master,Married,Mortgage,2796208,60,591083,261.29,10,2,10.3,3,4,2254447,871770,1
4526,43,2318957,15,Business,Bachelor,Single,Own,911233,36,303201,52.37,6,2,48.1,2,3,510780,811858,1
4527,21,2102827,0,Self-Employed,Master,Married,Mortgage,2809449,60,581168,161.24,20,2,58.2,4,5,1882681,731452,1
4528,25,1356991,5,Business,Bachelor,Single,Own,1385287,84,1082087,181.83,6,3,1.0,7,0,907615,536487,1
4529,42,554681,11,Unemployed,Master,Married,Rent,223205,72,1305374,275.58,27,0,44.9,3,5,1453300,434876,0
